"","item1","item2","correlation"
"947","free","benefits",0.55048188256318
"948","engaging","benefits",0.55048188256318
"949","improve","benefits",0.55048188256318
"950","support","benefits",0.55048188256318
"951","friendly","benefits",0.55048188256318
"952","benefits","free",0.55048188256318
"953","lead","free",0.55048188256318
"954","accomplish","free",0.55048188256318
"955","intelligent","free",0.55048188256318
"956","leverage","free",0.55048188256318
"957","positive","free",0.55048188256318
"958","work","free",0.55048188256318
"959","limitation","free",0.55048188256318
"960","commitment","capability",0.55048188256318
"961","commitment","continuity",0.55048188256318
"962","commitment","economical",0.55048188256318
"963","commitment","effective",0.55048188256318
"964","commitment","interests",0.55048188256318
"965","commitment","reputation",0.55048188256318
"966","commitment","successfully",0.55048188256318
"967","commitment","variety",0.55048188256318
"968","commitment","waste",0.55048188256318
"969","commitment","respect",0.55048188256318
"970","engaging","respect",0.55048188256318
"971","improve","respect",0.55048188256318
"972","great","engaging",0.55048188256318
"973","love","engaging",0.55048188256318
"974","patriot","engaging",0.55048188256318
"975","benefits","engaging",0.55048188256318
"976","respect","engaging",0.55048188256318
"977","confidence","engaging",0.55048188256318
"978","covenant","engaging",0.55048188256318
"979","improvement","engaging",0.55048188256318
"980","transparent","engaging",0.55048188256318
"981","trust","engaging",0.55048188256318
"982","best","engaging",0.55048188256318
"983","gold","engaging",0.55048188256318
"984","guarantee","engaging",0.55048188256318
"985","majesty","engaging",0.55048188256318
"986","accessible","engaging",0.55048188256318
"987","concise","engaging",0.55048188256318
"988","facilitate","engaging",0.55048188256318
"989","greatest","engaging",0.55048188256318
"990","impaired","engaging",0.55048188256318
"991","success","engaging",0.55048188256318
"992","encourage","engaging",0.55048188256318
"993","accomplish","engaging",0.55048188256318
"994","intelligent","engaging",0.55048188256318
"995","leverage","engaging",0.55048188256318
"996","positive","engaging",0.55048188256318
"997","work","engaging",0.55048188256318
"998","limitation","engaging",0.55048188256318
"999","commitment","confidence",0.55048188256318
"1000","engaging","confidence",0.55048188256318
"1001","improve","confidence",0.55048188256318
"1002","commitment","covenant",0.55048188256318
"1003","engaging","covenant",0.55048188256318
"1004","improve","covenant",0.55048188256318
"1005","benefits","improve",0.55048188256318
"1006","respect","improve",0.55048188256318
"1007","confidence","improve",0.55048188256318
"1008","covenant","improve",0.55048188256318
"1009","improvement","improve",0.55048188256318
"1010","transparent","improve",0.55048188256318
"1011","trust","improve",0.55048188256318
"1012","accomplish","improve",0.55048188256318
"1013","intelligent","improve",0.55048188256318
"1014","leverage","improve",0.55048188256318
"1015","positive","improve",0.55048188256318
"1016","work","improve",0.55048188256318
"1017","limitation","improve",0.55048188256318
"1018","commitment","improvement",0.55048188256318
"1019","engaging","improvement",0.55048188256318
"1020","improve","improvement",0.55048188256318
"1021","commitment","transparent",0.55048188256318
"1022","engaging","transparent",0.55048188256318
"1023","improve","transparent",0.55048188256318
"1024","commitment","trust",0.55048188256318
"1025","engaging","trust",0.55048188256318
"1026","improve","trust",0.55048188256318
"1027","better","best",0.55048188256318
"1028","engaging","best",0.55048188256318
"1029","like","best",0.55048188256318
"1030","support","best",0.55048188256318
"1031","better","gold",0.55048188256318
"1032","engaging","gold",0.55048188256318
"1033","like","gold",0.55048188256318
"1034","support","gold",0.55048188256318
"1035","better","guarantee",0.55048188256318
"1036","engaging","guarantee",0.55048188256318
"1037","like","guarantee",0.55048188256318
"1038","support","guarantee",0.55048188256318
"1039","great","like",0.55048188256318
"1040","love","like",0.55048188256318
"1041","patriot","like",0.55048188256318
"1042","best","like",0.55048188256318
"1043","gold","like",0.55048188256318
"1044","guarantee","like",0.55048188256318
"1045","majesty","like",0.55048188256318
"1046","accessible","like",0.55048188256318
"1047","concise","like",0.55048188256318
"1048","facilitate","like",0.55048188256318
"1049","greatest","like",0.55048188256318
"1050","impaired","like",0.55048188256318
"1051","success","like",0.55048188256318
"1052","encourage","like",0.55048188256318
"1053","keen","like",0.55048188256318
"1054","awarded","like",0.55048188256318
"1055","pure","like",0.55048188256318
"1056","recommendations","like",0.55048188256318
"1057","volatile","like",0.55048188256318
"1058","valor","like",0.55048188256318
"1059","better","majesty",0.55048188256318
"1060","engaging","majesty",0.55048188256318
"1061","like","majesty",0.55048188256318
"1062","support","majesty",0.55048188256318
"1063","great","support",0.55048188256318
"1064","love","support",0.55048188256318
"1065","patriot","support",0.55048188256318
"1066","benefits","support",0.55048188256318
"1067","best","support",0.55048188256318
"1068","gold","support",0.55048188256318
"1069","guarantee","support",0.55048188256318
"1070","majesty","support",0.55048188256318
"1071","accessible","support",0.55048188256318
"1072","concise","support",0.55048188256318
"1073","facilitate","support",0.55048188256318
"1074","greatest","support",0.55048188256318
"1075","impaired","support",0.55048188256318
"1076","success","support",0.55048188256318
"1077","encourage","support",0.55048188256318
"1078","fair","support",0.55048188256318
"1079","leading","support",0.55048188256318
"1080","encouraging","support",0.55048188256318
"1081","guidance","support",0.55048188256318
"1082","supporting","support",0.55048188256318
"1083","accomplish","support",0.55048188256318
"1084","intelligent","support",0.55048188256318
"1085","leverage","support",0.55048188256318
"1086","positive","support",0.55048188256318
"1087","work","support",0.55048188256318
"1088","limitation","support",0.55048188256318
"1089","better","accessible",0.55048188256318
"1090","engaging","accessible",0.55048188256318
"1091","like","accessible",0.55048188256318
"1092","support","accessible",0.55048188256318
"1093","better","concise",0.55048188256318
"1094","engaging","concise",0.55048188256318
"1095","like","concise",0.55048188256318
"1096","support","concise",0.55048188256318
"1097","better","facilitate",0.55048188256318
"1098","engaging","facilitate",0.55048188256318
"1099","like","facilitate",0.55048188256318
"1100","support","facilitate",0.55048188256318
"1101","better","greatest",0.55048188256318
"1102","engaging","greatest",0.55048188256318
"1103","like","greatest",0.55048188256318
"1104","support","greatest",0.55048188256318
"1105","better","impaired",0.55048188256318
"1106","engaging","impaired",0.55048188256318
"1107","like","impaired",0.55048188256318
"1108","support","impaired",0.55048188256318
"1109","better","success",0.55048188256318
"1110","engaging","success",0.55048188256318
"1111","like","success",0.55048188256318
"1112","support","success",0.55048188256318
"1113","better","encourage",0.55048188256318
"1114","engaging","encourage",0.55048188256318
"1115","like","encourage",0.55048188256318
"1116","support","encourage",0.55048188256318
"1117","benefits","friendly",0.55048188256318
"1118","lead","friendly",0.55048188256318
"1119","accomplish","friendly",0.55048188256318
"1120","intelligent","friendly",0.55048188256318
"1121","leverage","friendly",0.55048188256318
"1122","positive","friendly",0.55048188256318
"1123","work","friendly",0.55048188256318
"1124","limitation","friendly",0.55048188256318
"1125","free","lead",0.55048188256318
"1126","friendly","lead",0.55048188256318
"1127","support","fair",0.55048188256318
"1128","support","leading",0.55048188256318
"1129","support","encouraging",0.55048188256318
"1130","support","guidance",0.55048188256318
"1131","support","supporting",0.55048188256318
"1132","like","keen",0.55048188256318
"1133","like","awarded",0.55048188256318
"1134","like","pure",0.55048188256318
"1135","like","recommendations",0.55048188256318
"1136","like","volatile",0.55048188256318
"1137","like","valor",0.55048188256318
"1138","commitment","reliable",0.55048188256318
"1139","better","accomplish",0.55048188256318
"1140","free","accomplish",0.55048188256318
"1141","engaging","accomplish",0.55048188256318
"1142","improve","accomplish",0.55048188256318
"1143","support","accomplish",0.55048188256318
"1144","friendly","accomplish",0.55048188256318
"1145","better","intelligent",0.55048188256318
"1146","free","intelligent",0.55048188256318
"1147","engaging","intelligent",0.55048188256318
"1148","improve","intelligent",0.55048188256318
"1149","support","intelligent",0.55048188256318
"1150","friendly","intelligent",0.55048188256318
"1151","better","leverage",0.55048188256318
"1152","free","leverage",0.55048188256318
